id,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price
3931,Downtown,Entire home/apt,5,1 bath,1,2,149
3932,Oakridge,Entire home/apt,8,2.5 baths,4,4,179
3933,Downtown,Entire home/apt,3,1 bath,1,2,136
3934,Downtown,Entire home/apt,8,2 baths,2,2,157
3935,Downtown,Entire home/apt,6,1 bath,2,2,155
3936,Downtown,Entire home/apt,6,2 baths,2,3,157
3937,Kensington-Cedar Cottage,Entire home/apt,5,2 baths,2,3,121
3938,Downtown,Entire home/apt,4,2 baths,2,2,358
3939,Strathcona,Entire home/apt,2,1 bath,1,1,152
3940,West Point Grey,Private room,1,1 shared bath,1,1,85
3941,Downtown,Entire home/apt,4,1 bath,1,1,90
3942,Downtown,Entire home/apt,2,1 bath,1,1,106
3943,Dunbar Southlands,Entire home/apt,6,2.5 baths,3,3,750
3944,Downtown,Entire home/apt,2,1 bath,1,1,90
3945,Kitsilano,Entire home/apt,4,1 bath,1,1,174
3946,Shaughnessy,Private room,2,1 private bath,1,1,300
3947,Downtown,Entire home/apt,4,2 baths,2,2,184
3948,Riley Park,Entire home/apt,4,1.5 baths,2,2,108
3949,Sunset,Private room,2,1 private bath,1,1,68
3950,Sunset,Entire home/apt,2,1 bath,1,1,99
3951,Grandview-Woodland,Private room,2,1 shared bath,1,0,79
3952,Downtown Eastside,Entire home/apt,4,1 bath,2,2,200
3953,Dunbar Southlands,Private room,2,1 shared bath,1,1,60
3954,Mount Pleasant,Entire home/apt,6,1 bath,3,3,182
3955,Sunset,Entire home/apt,3,1 bath,1,1,82
3956,Dunbar Southlands,Private room,2,1.5 shared baths,1,1,60
3957,Downtown,Entire home/apt,3,1 bath,1,1,88
3958,Dunbar Southlands,Private room,1,1.5 shared baths,1,1,45
3959,Dunbar Southlands,Private room,1,1 shared bath,1,1,48
3960,Downtown,Entire home/apt,6,2 baths,2,2,182
3961,Renfrew-Collingwood,Entire home/apt,3,1 bath,2,2,89
3962,West Point Grey,Private room,1,1 private bath,1,1,85
3963,Sunset,Entire home/apt,6,2 baths,3,4,282
3964,Downtown,Entire home/apt,3,1 bath,1,1,180
3965,West Point Grey,Entire home/apt,2,1 bath,2,2,84
3966,Kerrisdale,Entire home/apt,9,7 baths,5,5,307
3967,Marpole,Entire home/apt,6,2 baths,3,3,158
3968,Riley Park,Entire home/apt,5,1 bath,2,3,85
3969,Hastings-Sunrise,Entire home/apt,6,2 baths,3,3,235
3970,Mount Pleasant,Entire home/apt,4,1 bath,1,2,74
3971,Downtown,Entire home/apt,8,2 baths,2,4,285.57
3972,Downtown Eastside,Entire home/apt,2,1 bath,1,1,208
3973,Oakridge,Entire home/apt,4,1.5 baths,2,2,99
3974,Downtown,Private room,2,1 private bath,1,1,56
3975,Grandview-Woodland,Entire home/apt,1,1.5 baths,1,1,125
3976,Sunset,Entire home/apt,6,4 baths,4,4,395
3977,South Cambie,Entire home/apt,4,2 baths,1,2,109
3978,Grandview-Woodland,Entire home/apt,4,1 bath,1,2,85
3979,Oakridge,Entire home/apt,12,2 baths,3,6,149
3980,South Cambie,Entire home/apt,4,1 bath,1,1,79
3981,Riley Park,Entire home/apt,12,1.5 baths,3,5,230
3982,Downtown,Entire home/apt,4,1 bath,1,2,112
3983,Hastings-Sunrise,Private room,2,3.5 shared baths,1,1,100
3984,Downtown,Entire home/apt,2,1 bath,1,1,133
3985,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,81.71
3986,West End,Entire home/apt,4,1 bath,1,1,122
3987,Dunbar Southlands,Private room,2,3 shared baths,1,1,60
3988,Renfrew-Collingwood,Entire home/apt,3,1 bath,2,3,80
3989,Kitsilano,Entire home/apt,4,1 bath,2,2,150
3990,Downtown,Entire home/apt,4,2 baths,2,2,115
3991,Riley Park,Entire home/apt,4,1 bath,2,2,114
3992,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,28
3993,Mount Pleasant,Entire home/apt,6,3 baths,3,5,177
3994,Grandview-Woodland,Entire home/apt,4,1 bath,1,1,85
3995,Kitsilano,Entire home/apt,9,4 baths,5,5,789
3996,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,28
3997,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,28
3998,Downtown,Entire home/apt,5,2 baths,2,3,121
3999,Grandview-Woodland,Private room,4,1 shared bath,2,2,100
4000,Sunset,Private room,2,1 private bath,1,1,30
4001,Downtown,Entire home/apt,14,2 baths,5,6,475
4002,Shaughnessy,Private room,1,1.5 baths,1,1,31
4003,Mount Pleasant,Entire home/apt,2,1 bath,1,1,76
4004,Mount Pleasant,Entire home/apt,4,1 bath,1,3,299
4005,West End,Private room,2,1 private bath,1,1,100
4006,Downtown,Entire home/apt,2,1 bath,1,1,95
4007,Downtown,Entire home/apt,2,1 bath,1,1,92
4008,Downtown,Entire home/apt,2,1 bath,1,1,92
4009,Downtown,Entire home/apt,4,1 bath,1,1,269
4010,Mount Pleasant,Entire home/apt,2,1 bath,1,1,271
4011,Renfrew-Collingwood,Entire home/apt,4,1 bath,2,2,113
4012,Mount Pleasant,Entire home/apt,5,1 bath,2,2,199
4013,Downtown,Entire home/apt,2,1 bath,1,1,120
4014,Victoria-Fraserview,Entire home/apt,5,1 bath,2,3,145
4015,Downtown,Entire home/apt,2,1 bath,1,1,140
4016,Downtown Eastside,Entire home/apt,4,1 bath,1,2,128
4017,Downtown,Entire home/apt,2,1 bath,1,1,118
4018,Marpole,Entire home/apt,4,2 baths,2,2,228
4019,Victoria-Fraserview,Private room,1,1 shared bath,1,1,24
4020,Victoria-Fraserview,Private room,1,1 shared bath,1,1,90
4021,West End,Private room,2,1 shared bath,1,1,100
4022,Sunset,Entire home/apt,8,2 baths,4,3,333
4023,Killarney,Entire home/apt,4,1 bath,1,2,144
4024,West End,Entire home/apt,3,1 bath,1,1,163
4025,Marpole,Entire home/apt,6,3 baths,3,3,220
4026,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,40
4027,Kitsilano,Private room,2,2 shared baths,1,1,50
4028,Kitsilano,Private room,4,2 shared baths,1,1,50
4029,Marpole,Entire home/apt,4,2 baths,2,2,237
4030,Kitsilano,Private room,2,2 shared baths,1,1,54
4031,Kitsilano,Entire home/apt,4,1 bath,1,1,202
4032,Downtown,Entire home/apt,4,1 bath,2,2,163
4033,Downtown,Entire home/apt,4,1 bath,1,1,59
4034,Hastings-Sunrise,Entire home/apt,3,1 bath,1,2,90
4035,Downtown,Entire home/apt,3,1 bath,1,2,149
4036,Hastings-Sunrise,Private room,2,1 shared bath,1,1,48
4037,Downtown,Entire home/apt,3,1 bath,1,2,148
4038,South Cambie,Entire home/apt,6,1.5 baths,3,3,395
4039,South Cambie,Entire home/apt,4,1 bath,1,2,169
4040,South Cambie,Entire home/apt,4,1 bath,1,2,169
4041,Shaughnessy,Entire home/apt,4,1 bath,1,2,169
4042,Hastings-Sunrise,Entire home/apt,4,1 bath,2,2,248
4043,Renfrew-Collingwood,Entire home/apt,8,3 baths,4,4,260
4044,West End,Entire home/apt,5,2 baths,2,2,165
4045,Fairview,Entire home/apt,2,1 bath,1,1,140
4046,Oakridge,Entire home/apt,4,1 bath,1,1,212
4047,Downtown,Entire home/apt,6,2 baths,2,2,137.43
4048,Kitsilano,Entire home/apt,3,1 bath,1,1,150
4049,Riley Park,Entire home/apt,5,2.5 baths,3,4,290
4050,Riley Park,Entire home/apt,4,1 bath,2,2,175
4051,Downtown,Entire home/apt,3,1 bath,1,2,132
4052,Grandview-Woodland,Entire home/apt,6,1 bath,2,2,245
4053,Dunbar Southlands,Private room,2,2 baths,1,1,90
4054,South Cambie,Private room,1,1.5 shared baths,1,1,40
4055,South Cambie,Entire home/apt,2,2 baths,1,1,250
4056,Downtown,Entire home/apt,4,2 baths,2,3,285
4057,Kitsilano,Entire home/apt,4,1 bath,1,1,130
4058,Mount Pleasant,Entire home/apt,4,2 baths,2,2,180
4059,Riley Park,Private room,2,1 private bath,1,1,100
4060,Downtown,Entire home/apt,5,2 baths,2,3,250
4061,Downtown,Entire home/apt,6,2 baths,2,0,449
4062,Sunset,Private room,1,1 private bath,1,1,30
4063,Downtown,Entire home/apt,2,1 bath,1,1,183
4064,Mount Pleasant,Entire home/apt,4,1.5 baths,2,2,100
4065,Dunbar Southlands,Entire home/apt,4,1 bath,2,3,80
4066,Mount Pleasant,Entire home/apt,4,2.5 baths,3,3,380
4067,Victoria-Fraserview,Entire home/apt,10,4 baths,5,5,299
4068,Downtown,Entire home/apt,4,1 bath,1,1,199
4069,Downtown,Entire home/apt,4,2 baths,2,2,350
4070,West End,Entire home/apt,4,1 bath,2,2,169
4071,Sunset,Entire home/apt,4,1 bath,2,2,149
4072,Grandview-Woodland,Entire home/apt,4,1 bath,1,2,95
4073,West End,Entire home/apt,5,1 bath,2,3,149
4074,Downtown,Entire home/apt,2,1 bath,1,1,175
4075,Downtown,Private room,5,1 private bath,1,2,199
4076,West End,Entire home/apt,5,2 baths,2,3,262
4077,Renfrew-Collingwood,Entire home/apt,7,1 bath,2,3,63
4078,Downtown,Entire home/apt,3,1 bath,1,1,85
4079,Downtown,Entire home/apt,4,1 bath,1,2,120
4080,Sunset,Private room,2,1 shared bath,1,2,96
4081,Sunset,Private room,2,1 shared bath,1,1,99
4082,Sunset,Private room,2,2 baths,1,1,95
4083,Downtown,Entire home/apt,2,1 bath,1,1,199
4084,Downtown,Entire home/apt,3,1 bath,1,2,204
4085,Mount Pleasant,Entire home/apt,6,1 bath,2,2,199
4086,West End,Entire home/apt,4,1 bath,1,1,199
4087,Killarney,Private room,1,1 shared bath,1,2,48
4088,Killarney,Private room,2,1 shared bath,1,1,49
4089,Downtown Eastside,Entire home/apt,4,1 bath,1,1,199
4090,Downtown,Entire home/apt,6,2 baths,2,3,147
4091,Downtown,Entire home/apt,5,1 bath,1,3,85
4092,West End,Entire home/apt,2,1 bath,1,1,95
4093,Downtown,Entire home/apt,5,1 bath,1,1,199
4094,Downtown,Entire home/apt,3,1 bath,1,2,115
4095,West Point Grey,Entire home/apt,2,1 bath,1,1,99
4096,Kitsilano,Private room,2,1 shared bath,1,0,80
4097,Downtown,Private room,1,1 shared bath,1,1,48
4098,Riley Park,Entire home/apt,2,1 bath,1,1,119
4099,West End,Entire home/apt,3,1 bath,1,1,199
4100,Killarney,Entire home/apt,6,2 baths,3,3,100
4101,Downtown,Entire home/apt,5,2 baths,2,4,53
4102,Downtown,Entire home/apt,4,2 baths,2,2,130
4103,Kitsilano,Entire home/apt,4,1 bath,1,1,199
4104,Riley Park,Private room,1,1 private bath,1,1,30
4105,Sunset,Entire home/apt,2,1 bath,1,0,109
4106,Downtown,Entire home/apt,6,2 baths,2,3,180
4107,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,2,2,95
4108,Mount Pleasant,Entire home/apt,3,1 bath,2,3,135
4109,West End,Entire home/apt,2,1 bath,1,2,975
4110,Downtown,Entire home/apt,2,1 bath,1,1,78
4111,Riley Park,Entire home/apt,6,1 bath,2,2,169
4112,Kitsilano,Entire home/apt,2,1 bath,1,1,165
4113,Kitsilano,Entire home/apt,1,1 bath,1,1,65
4114,Riley Park,Entire home/apt,4,1 bath,2,2,175
4115,Downtown,Entire home/apt,4,1 bath,1,2,158
4116,Downtown,Entire home/apt,6,2 baths,2,3,235
4117,Downtown,Entire home/apt,2,1 bath,1,1,250
4118,Downtown,Entire home/apt,6,2 baths,2,3,200
4119,Downtown,Entire home/apt,4,1 bath,1,2,92
4120,Downtown Eastside,Entire home/apt,2,1 bath,1,1,182
4121,West Point Grey,Entire home/apt,8,2 baths,4,4,464
4122,West Point Grey,Entire home/apt,6,1 bath,3,3,165
4123,Grandview-Woodland,Entire home/apt,2,1 bath,2,2,74
4124,Kitsilano,Private room,1,1 shared bath,1,1,44
4125,West End,Entire home/apt,6,2 baths,3,3,150
4126,Renfrew-Collingwood,Private room,2,1 bath,1,1,55
4127,Kitsilano,Private room,1,1 shared bath,1,1,39
4128,Renfrew-Collingwood,Private room,2,1 shared bath,1,2,45
4129,Renfrew-Collingwood,Private room,2,1 shared bath,1,2,40
4130,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,35
4131,Downtown Eastside,Entire home/apt,4,1 bath,1,1,65
4132,Downtown Eastside,Entire home/apt,2,1 bath,1,1,74
4133,Downtown,Private room,2,1 private bath,1,1,105
4134,Marpole,Private room,2,1 bath,1,1,36
4135,Downtown,Entire home/apt,5,2 baths,3,3,295
4136,Downtown,Private room,2,1 private bath,1,1,105
4137,Downtown,Private room,2,0 baths,1,1,100
4138,Downtown,Entire home/apt,2,1 bath,1,1,79
4139,Downtown,Shared room,1,0 shared baths,1,1,45
4140,Hastings-Sunrise,Entire home/apt,6,1 bath,3,3,129
4141,Downtown,Entire home/apt,3,1 bath,1,2,163
4142,Arbutus Ridge,Entire home/apt,3,2 baths,2,2,120
4143,Mount Pleasant,Entire home/apt,2,1 bath,1,1,120
4144,Kensington-Cedar Cottage,Private room,1,2 shared baths,1,1,26
4145,Oakridge,Private room,1,1 shared bath,1,1,32
4146,Downtown,Entire home/apt,4,1 bath,1,1,136
4147,Downtown,Entire home/apt,5,2.5 baths,2,2,178
4148,Shaughnessy,Private room,2,1 shared bath,1,1,46
4149,Downtown,Entire home/apt,4,2 baths,2,4,125
4150,South Cambie,Private room,1,2.5 shared baths,1,1,34
4151,Oakridge,Private room,2,1 private bath,1,1,50
4152,Kitsilano,Entire home/apt,2,1 bath,1,1,289
4153,Downtown,Entire home/apt,4,1 bath,2,2,110
4154,Downtown Eastside,Entire home/apt,6,1 bath,1,1,151
4155,Downtown Eastside,Entire home/apt,6,1 bath,2,2,161.29
4156,Downtown,Entire home/apt,4,1 bath,2,0,110
4157,Sunset,Private room,2,0 baths,1,1,28
4158,South Cambie,Entire home/apt,4,2 baths,2,2,180
4159,Oakridge,Private room,1,1 shared bath,1,1,32
4160,Grandview-Woodland,Private room,2,1 private bath,1,1,64
4161,Kitsilano,Entire home/apt,8,1.5 baths,4,4,325
4162,Kitsilano,Entire home/apt,4,1 bath,1,1,113
4163,Grandview-Woodland,Private room,4,1 shared bath,2,2,101
4164,Kitsilano,Entire home/apt,4,1 bath,2,3,180
4165,Downtown,Entire home/apt,4,1 bath,2,2,220
4166,Downtown Eastside,Entire home/apt,2,1 bath,1,2,650
4167,Downtown,Private room,1,1 shared bath,1,1,52
4168,Marpole,Entire home/apt,5,2 baths,2,2,125
4169,Kitsilano,Entire home/apt,4,1.5 baths,2,3,215
4170,Downtown,Entire home/apt,6,2 baths,2,3,129
4171,Kitsilano,Entire home/apt,5,1.5 baths,2,2,210
4172,Downtown,Entire home/apt,4,1 bath,1,1,90
4173,Downtown,Entire home/apt,4,2 baths,2,2,160
4174,Oakridge,Entire home/apt,16,7 baths,7,11,500
4175,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,3,69
4176,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,2,60
4177,Downtown,Entire home/apt,6,1 bath,2,3,176
4178,Kitsilano,Entire home/apt,2,1 bath,1,1,99
4179,Downtown,Entire home/apt,4,2 baths,2,2,160
4180,Downtown,Entire home/apt,3,1 bath,1,1,150
4181,Downtown Eastside,Entire home/apt,5,1.5 baths,2,2,190
4182,Killarney,Entire home/apt,2,1 bath,1,1,80
4183,West End,Entire home/apt,3,1 bath,1,2,80
4184,Downtown,Entire home/apt,6,3.5 baths,3,3,350
4185,Dunbar Southlands,Entire home/apt,6,1 bath,2,3,114
4186,Downtown,Entire home/apt,2,1 bath,1,1,98
4187,Downtown,Entire home/apt,4,1 bath,2,2,217
4188,Killarney,Entire home/apt,2,1 bath,1,1,80
4189,Downtown,Entire home/apt,4,1 bath,2,2,204
4190,West End,Entire home/apt,5,1 bath,2,2,117
4191,Downtown,Entire home/apt,6,2 baths,2,2,153
4192,Kitsilano,Private room,2,2 shared baths,1,1,41
4193,Mount Pleasant,Entire home/apt,4,1 bath,1,2,171
4194,Downtown,Entire home/apt,4,1 bath,2,2,203
4195,West End,Entire home/apt,6,2 baths,2,3,128
4196,Downtown,Entire home/apt,4,1 bath,2,2,203
4197,West End,Entire home/apt,3,1 bath,2,3,112
4198,Downtown,Entire home/apt,2,1 bath,1,1,150
4199,Oakridge,Private room,1,4 shared baths,1,1,41
4200,Downtown,Entire home/apt,4,1 bath,2,2,203
4201,Downtown,Entire home/apt,4,1 bath,2,2,199
4202,Oakridge,Private room,2,4 shared baths,1,1,35
4203,Downtown,Entire home/apt,4,1 bath,2,2,217
4204,Oakridge,Private room,1,4 shared baths,1,1,41
4205,Marpole,Entire home/apt,3,1 bath,1,2,169
4206,Oakridge,Private room,1,4 shared baths,1,1,41
4207,Oakridge,Private room,1,4 shared baths,1,1,41
4208,Downtown,Entire home/apt,4,1 bath,2,3,174
4209,Downtown Eastside,Entire home/apt,4,2 baths,2,2,100
4210,Downtown,Entire home/apt,3,1 bath,1,2,83
4211,Hastings-Sunrise,Entire home/apt,4,1 bath,2,2,77
4212,Downtown,Entire home/apt,4,1 bath,2,2,110
4213,Downtown,Entire home/apt,2,1 bath,1,1,91
4214,Downtown,Entire home/apt,4,1 bath,2,2,203
4215,Downtown,Entire home/apt,4,1 bath,2,2,203
4216,Downtown,Entire home/apt,4,1 bath,2,2,203
4217,Downtown,Entire home/apt,4,1 bath,2,2,204
4218,Marpole,Entire home/apt,3,1 bath,1,1,194
4219,West End,Entire home/apt,5,1 bath,2,3,135
4220,Kitsilano,Entire home/apt,2,1 bath,1,1,202
4221,Kitsilano,Entire home/apt,6,2.5 baths,3,3,412
4222,West End,Entire home/apt,4,2 baths,2,2,150
4223,West End,Private room,1,1 shared bath,1,1,75
4224,Mount Pleasant,Entire home/apt,4,2 baths,2,2,129
4225,Downtown,Entire home/apt,4,1 bath,2,2,125
4226,Hastings-Sunrise,Entire home/apt,4,2 baths,2,2,135
4227,Shaughnessy,Private room,2,1 shared bath,1,1,59
4228,West End,Entire home/apt,2,1 bath,1,1,99
4229,Downtown,Entire home/apt,2,1 bath,1,1,155
4230,Downtown,Private room,2,1 private bath,1,1,115
4231,Downtown,Entire home/apt,5,2 baths,2,3,237.5
4232,Shaughnessy,Entire home/apt,6,1.5 baths,2,2,259
4233,Downtown,Entire home/apt,4,1 bath,2,2,159
4234,Victoria-Fraserview,Entire home/apt,8,2 baths,4,4,128
4235,Downtown,Entire home/apt,6,2 baths,3,4,398
4236,Downtown,Entire home/apt,4,1 bath,1,2,83
4237,Killarney,Entire home/apt,6,1 bath,2,3,95
4238,Hastings-Sunrise,Entire home/apt,9,1.5 baths,3,4,189
4239,Downtown,Entire home/apt,4,1 bath,1,1,90
4240,Downtown,Entire home/apt,5,2 baths,4,5,166
4241,Marpole,Entire home/apt,4,2 baths,2,2,119
4242,Downtown,Entire home/apt,2,1 bath,1,1,79
4243,Downtown,Entire home/apt,8,2 baths,4,4,472
4244,Downtown,Entire home/apt,4,1 bath,1,2,139
4245,Downtown,Entire home/apt,3,1 bath,1,1,208
4246,Mount Pleasant,Entire home/apt,6,1 bath,3,3,188
4247,Marpole,Private room,2,1 private bath,1,1,52
4248,Downtown,Entire home/apt,4,1 bath,2,2,208
4249,Downtown,Entire home/apt,4,1 bath,2,2,217
4250,Sunset,Private room,1,1 shared bath,1,1,65
4251,Downtown,Entire home/apt,3,1 bath,1,1,179
4252,Downtown,Entire home/apt,3,1 bath,1,1,110
4253,West End,Entire home/apt,4,1 bath,2,2,205
4254,Arbutus Ridge,Private room,2,3 shared baths,1,1,39
4255,West End,Entire home/apt,6,2 baths,2,2,150
4256,Arbutus Ridge,Private room,2,3 shared baths,1,1,39
4257,Arbutus Ridge,Private room,2,3 shared baths,1,1,39
4258,Arbutus Ridge,Private room,2,3 shared baths,1,1,39
4259,Arbutus Ridge,Private room,2,3 shared baths,1,1,36
4260,Arbutus Ridge,Private room,2,3 shared baths,1,1,36
4261,Downtown,Entire home/apt,6,2 baths,2,4,132
4262,Riley Park,Entire home/apt,2,1.5 baths,1,1,110
4263,Mount Pleasant,Entire home/apt,2,1 bath,1,1,105
4264,Oakridge,Entire home/apt,5,1 bath,3,3,99
4265,Downtown,Entire home/apt,4,1 bath,1,0,100
4266,West End,Entire home/apt,4,1 bath,1,3,150
4267,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,2,69
4268,Downtown,Entire home/apt,2,1 bath,1,1,120
4269,Kitsilano,Entire home/apt,6,2 baths,3,3,290
4270,Downtown,Entire home/apt,4,1 bath,2,2,217
4271,West End,Entire home/apt,4,2 baths,2,2,100
4272,Downtown,Entire home/apt,5,2 baths,2,4,199
4273,Downtown,Entire home/apt,4,1 bath,2,2,217
4274,Downtown,Entire home/apt,4,1 bath,2,2,217
4275,Downtown,Private room,1,1 private bath,1,1,90
4276,Kensington-Cedar Cottage,Private room,4,1 private bath,1,2,85
4277,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,106
4278,Arbutus Ridge,Private room,2,3 shared baths,1,1,41
4279,Downtown,Entire home/apt,2,1 bath,1,1,97
4280,Kitsilano,Entire home/apt,4,1.5 baths,2,2,350
4281,Downtown Eastside,Private room,1,1 shared bath,1,1,72
4282,Grandview-Woodland,Entire home/apt,5,1 bath,2,2,154
4283,South Cambie,Entire home/apt,4,1.5 baths,1,1,199
4284,Downtown,Entire home/apt,3,1 bath,1,1,132
4285,Downtown,Entire home/apt,4,1 bath,1,2,254
4286,Marpole,Private room,2,1 private bath,1,1,49
4287,Marpole,Private room,4,1 shared bath,1,2,51
4288,Marpole,Private room,2,2 shared baths,1,1,42
4289,Marpole,Private room,1,2 shared baths,1,1,35
4290,Marpole,Private room,1,2 shared baths,1,1,35
4291,Sunset,Entire home/apt,2,1 bath,1,1,45
4292,Sunset,Private room,2,1 shared bath,1,1,40
4293,Downtown,Entire home/apt,5,2 baths,2,3,209
4294,Oakridge,Entire home/apt,8,3.5 baths,4,4,250
4295,Kitsilano,Entire home/apt,6,3.5 baths,4,4,350
4296,Oakridge,Private room,2,1.5 shared baths,1,1,46
4297,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,88
4298,Downtown,Entire home/apt,5,2 baths,2,3,168
4299,Downtown,Entire home/apt,3,1 bath,1,1,220
4300,Downtown,Private room,4,1 private bath,1,2,125
4301,Kitsilano,Entire home/apt,2,1 bath,1,1,199
4302,Downtown,Entire home/apt,6,2.5 baths,3,3,400
4303,Grandview-Woodland,Private room,6,2 shared baths,5,0,102
4304,Renfrew-Collingwood,Entire home/apt,7,2 baths,3,4,268
4305,Downtown,Entire home/apt,4,1 bath,1,2,120
4306,Downtown,Entire home/apt,2,1 bath,1,1,225
4307,Killarney,Entire home/apt,4,1 bath,2,2,130
4308,West End,Entire home/apt,4,1 bath,2,2,104
4309,Downtown,Entire home/apt,4,1 bath,2,0,128
4310,Downtown,Entire home/apt,4,2 baths,2,2,206
4311,Downtown,Entire home/apt,3,1 bath,1,2,137
4312,Downtown Eastside,Entire home/apt,4,2 baths,2,2,119
4313,Victoria-Fraserview,Entire home/apt,4,1 bath,2,2,100
4314,Fairview,Private room,2,1 private bath,1,1,63
4315,Downtown,Entire home/apt,4,1 bath,1,1,139
4316,Downtown,Entire home/apt,4,2 baths,2,3,133
4317,Downtown,Entire home/apt,3,1 bath,1,1,200
4318,Dunbar Southlands,Private room,2,1 shared bath,1,1,35
4319,Dunbar Southlands,Private room,1,1 shared bath,1,1,39
4320,Riley Park,Entire home/apt,5,2 baths,3,3,185
4321,Downtown,Entire home/apt,2,1 bath,1,1,175
4322,Downtown,Entire home/apt,3,2 baths,2,2,194
4323,Shaughnessy,Entire home/apt,6,1 bath,1,2,89
4324,Killarney,Private room,1,1 bath,1,1,30
4325,Renfrew-Collingwood,Private room,1,1 shared bath,1,0,25
4326,Victoria-Fraserview,Entire home/apt,3,1.5 baths,2,5,132
4327,Fairview,Entire home/apt,4,1 bath,2,2,125
4328,Downtown,Entire home/apt,2,1 bath,1,1,106
4329,Hastings-Sunrise,Entire home/apt,2,1.5 baths,1,1,80
4330,West End,Entire home/apt,2,1 bath,1,0,92
4331,West End,Entire home/apt,4,1 bath,1,1,114
4332,Shaughnessy,Entire home/apt,2,Half-bath,1,2,45
4333,West End,Entire home/apt,2,1 bath,1,1,119
4334,Downtown,Entire home/apt,3,1 bath,1,1,129
4335,Downtown,Entire home/apt,4,2 baths,2,1,200
4336,Downtown,Entire home/apt,4,1 bath,1,2,99
4337,West End,Entire home/apt,2,1 bath,1,1,120
4338,Fairview,Entire home/apt,2,1 bath,1,1,100
4339,West End,Entire home/apt,4,2 baths,1,2,275
4340,Downtown,Entire home/apt,5,2 baths,4,6,228
4341,Downtown,Entire home/apt,3,1 bath,1,1,190
4342,West End,Entire home/apt,3,1 bath,1,1,70
4343,West End,Entire home/apt,4,2 baths,2,2,212
4344,South Cambie,Entire home/apt,4,1 bath,2,2,140
4345,Dunbar Southlands,Entire home/apt,3,1 bath,1,2,94
4346,Victoria-Fraserview,Private room,2,1 shared bath,1,1,65
4347,Victoria-Fraserview,Entire home/apt,3,1.5 baths,2,4,132
4348,Mount Pleasant,Entire home/apt,2,1 bath,1,1,90
4349,Downtown,Entire home/apt,3,1 bath,1,2,173.58
4350,Downtown,Entire home/apt,8,3 baths,3,3,383
4351,West End,Entire home/apt,4,1 bath,1,1,105
4352,Downtown,Private room,1,1 shared bath,1,1,58
4353,Downtown,Entire home/apt,4,2 baths,2,2,130
4354,Kensington-Cedar Cottage,Entire home/apt,4,2.5 baths,3,3,133
